l1_height,l1_heat,l1_width,l2_height,l2_heat,l2_width,l3_heat,l3_width,creep_rupture_time,iter
2.848467147432784,1779.4576594927978,4.555350387359763,2.4237110315145323,1112.508267573475,2.9842156022160027,1303.516689397204,2.340473250465138,360.001,1
2.9391907912333424,1410.779028069195,2.305611648521037,2.9166582909279626,1405.4878891069857,2.892876202194044,1396.1475324431892,3.9212724502765335,480.001,1
2.3518413242113785,1006.4081140583008,3.1774219010896734,2.251732181207585,2004.61655570599,3.011623420523335,1609.156091651499,4.284533732296057,490.001,1
2.330420897291463,1768.8697671377856,2.54705676125661,2.956303076376036,1569.520525774899,3.5680822844465165,1759.331325433707,3.4511605827755627,270.001,1
2.0,1000.0,5.0,3.2,1478.9508684552309,5.0,1000.0,5.0,610.001,2
2.0619515332045606,1416.729370337995,3.106333229415626,2.7891232458283888,2137.830264019845,2.006409091768073,1424.95119416076,4.039381405361539,220.001,2
2.1506179007344337,1183.4778238402869,3.904248514894592,2.849918940009865,1395.9376485369642,4.505757553724113,1602.0263494164112,4.468125126762232,460.001,2
2.930685151671687,1196.2093400881477,4.077698388804892,3.032215331529144,1417.442946697041,2.263520253387944,1603.7936767309625,3.475779560019764,500.001,2
2.6949436322754723,1347.6372828593037,4.264511906764508,2.0732342900648164,1237.8128355752076,4.558871518909568,1263.518068604023,2.524931530198129,300.001,3
2.36493555695981,1890.020731185484,3.508288260660325,3.06947690152822,1594.3422571629142,2.522298930450665,1077.2834997775217,2.51191658075523,520.001,3
2.0503757912653358,1999.419520286064,2.29157805387597,2.06076554933995,1577.030385003625,2.422046719191904,1220.625607024593,2.736530146068183,430.001,3
2.067930335220869,1330.1905670940046,2.405669924010166,2.311964593449498,1735.7603126935887,4.942955934188012,1183.7448598420638,4.667755582500314,520.001,3
2.609363229152023,1726.3986043236814,4.198892220260252,2.382289632265114,1452.222043025316,3.4062452311471287,1963.837118021476,2.2865010897099443,140.001,4
2.5945250581300416,1375.401487800574,4.347232619067466,2.9215975860521075,1345.075690217588,4.701195967186181,1906.5419439725435,3.1338062560406823,330.001,4
2.7620368229071226,1416.5635197568631,4.753418893024004,3.0433928873644804,1370.564853968605,3.971341551932629,1390.4724766271556,2.864322457486855,450.001,4
2.174472715460313,1192.605165213915,2.0560211273561126,2.8154165922476726,1191.890460441351,4.298985591704888,1193.0753623873456,4.546604722593336,500.001,4
3.183152239502288,1801.4204849621506,4.290040244422048,3.131874392042944,1706.7161655872278,2.6132145031384884,1573.5101428980229,3.977498956892005,370.001,5
2.6536633493140616,1767.3325099310157,2.4886269866587445,2.2961200103178,1118.5015713881237,2.2615102333558914,1316.1471564080523,3.663989273033317,320.001,5
2.917143262905133,1001.2167415325464,2.493034238792136,2.649876221179559,1993.9348362503945,4.74613456566789,1590.9787458418032,3.852154246881918,490.001,5
3.0215685473625413,1551.5206887725672,3.951127530746216,2.541124822590572,1095.2599848345733,3.402765699439634,1039.9547591517014,4.891436584418104,410.001,5
2.4419445131194544,1415.439159868374,2.355624916809788,2.6254631644919444,1365.8904754189753,2.249735453554548,1395.7573859516272,2.02964769264262,400.001,6
2.489342689156977,1803.5601545728,3.871431665915962,3.0887219140124027,1603.8155891455644,4.894411218163745,1405.098426882615,2.772226634499366,390.001,6
3.0849006774519787,1118.2307431617294,4.079627676839581,3.2,1296.7544731318974,2.0,1000.0,2.1066586107944785,550.001,6
2.280725676242706,2119.2345638937795,3.833411328607745,3.156318164690031,1990.6631530961797,3.3431494727556483,2101.611067981761,2.3674430980513588,110.001,6
2.6767966808154693,1609.9408138722072,4.0909558248224505,2.47094148727832,1407.8128890414591,3.596500275362086,1206.523853990726,2.8369145330582843,480.001,7
3.0332657469147017,1133.028951521347,5.0,3.2,1596.5919298999552,5.0,1000.0,5.0,640.001,7
2.6823946036307955,1886.5668577840063,4.958834863683667,3.157429377381387,1575.455537712599,3.3947051703757234,1079.873791721123,3.064848238114336,570.001,7
2.648462243979829,2022.2951358110251,3.1822070353845024,2.41316439914282,1047.3594858032322,4.21200961585402,1189.9425664998437,2.4350924372749434,360.001,7
2.1335664347434133,1201.7814613294802,3.541341504157004,2.7206426296259947,1996.3284526790155,4.065288138555986,1391.0204429445876,3.0598112518316216,480.001,8
2.775826090671805,1100.952122018898,4.981979495496379,3.197374460435133,1568.5528564894048,4.986729228771799,1000.2415808924356,4.970986448527753,640.001,8
2.0,1190.575607789034,5.0,2.3335191431641067,1577.265317711354,2.0,1000.0,2.0,550.001,8
2.5493912367442744,1992.575994928961,2.8954579497297006,2.311636319467681,1560.5915063133807,3.433973461252057,1235.9840823733125,4.983223182847787,490.001,8
2.0480813408599383,2129.388244481489,3.109839878372596,2.1374465192239893,1560.86681532562,2.1700485107851684,1516.048878161529,2.8347000185701785,240.001,9
2.947925153769027,2064.7139557998435,4.087256865338837,2.571679504290567,1069.0325638381455,4.218970178292238,1440.7688004503384,4.780330633951924,330.001,9
2.0599778180087878,1093.8795468654373,2.5799520458967056,2.0702917914392747,1111.7494269474416,3.827067334387052,2166.198285946205,2.775186997992315,200.001,9
2.9254455127179884,1951.510842523236,2.8235525139264137,2.3966917774726326,1652.6893880409807,4.968085072841872,1731.1884554945416,2.9587379886419893,360.001,9
2.43788083316034,1379.494802106924,2.2874995033119587,3.1540866099832927,1395.878087326479,2.193119401041142,1412.4411147440417,4.266626504029136,540.001,10
2.571290006337996,1090.3391567758372,4.503160412734531,2.828701658981182,1578.5979866115215,4.244150094140396,1005.947401299544,4.694247108658423,580.001,10
3.1391977705497287,1768.543191701227,3.6518354341614754,2.7089186458336494,1560.1982758316692,4.510426432219282,1782.1535333233978,2.3845888430203317,360.001,10
3.2,1034.1647115351436,5.0,3.2,1631.7040144599744,5.0,1000.0,5.0,590.001,10
3.2,1000.0,2.0,3.2,1533.2650319542663,5.0,1000.0,5.0,560.001,11
3.2,1000.0,5.0,3.2,1534.037555359828,5.0,1000.0,5.0,610.001,11
3.0315320653244595,1128.382112102603,5.0,3.2,1567.534072883783,5.0,1000.0,4.950165026676141,640.001,11
2.795490364374123,1381.9934301079738,3.115853581254149,2.5813129367601766,1928.033951444071,4.089167632856289,1213.9820801601338,4.917972883140751,540.001,11
3.2,1000.0,5.0,3.2,1557.7218047308363,5.0,1000.0,5.0,590.001,12
3.2,1000.0,5.0,3.2,1557.8932197383715,5.0,1000.0,5.0,590.001,12
3.2,1000.0,5.0,3.2,1557.4202710493526,5.0,1000.0,5.0,590.001,12
3.2,1000.0,5.0,3.2,1557.441131324163,5.0,1000.0,5.0,590.001,12
